ensembl	symbol	A549-DMSO-A	A549-DMSO-B	A549-DMSO-C	A549-DMSO-D	A549-GiB-B	A549-GiB-C	A549-GiB-D
ENSG00000004399	PLXND1	4325.755985556	4176.8244658277	4686.01290799267	3943.05280824491	4889.06275558038	4728.67528282164	5128.96312388197
ENSG00000004455	AK2	3497.03797808959	3858.90885052543	3661.62904629433	3424.08569880918	3860.5742885213	3641.5335755491	3681.97608394401
ENSG00000004468	CD38	808.874360934445	901.154775273306	889.997300536884	779.230341293434	785.483118674348	788.301224922725	809.074051683357
ENSG00000004478	FKBP4	9680.42543344223	10094.2334624034	9720.87048874038	9716.42785739116	9628.7666978592	9788.79551034835	9357.38899773419
ENSG00000004487	KDM1A	3209.51699494338	3253.37435580249	3489.36556032906	3726.70115132022	3311.53604970244	3233.53213526649	3243.85886449181
ENSG00000004534	RBM6	1502.21360884025	1463.14750472987	1428.2535115329	1352.682088507	1494.28512391645	1397.87632947433	1418.9212195245
ENSG00000004660	CAMKK1	1107.48251050472	1105.1225535794	1092.09076245266	975.578637677374	1069.1631807001	1003.21835502207	1003.62894761969
ENSG00000004700	RECQL	3363.47799822341	3527.53827678187	3372.61982480977	3112.70037663141	3305.25512558217	3216.72371014678	3488.16463375045
ENSG00000004766	VPS50	285.649497860919	375.781013781698	293.82501661987	413.017377645734	360.64301314377	330.479830872086	294.979424436345
ENSG00000004776	HSPB6	26.0532726807307	13.9560512017149	15.7045777911283	21.7128489118437	12.7824935281646	28.313317731437	20.3283542058013
ENSG00000004777	ARHGAP33	680.617792768837	745.952353929602	760.76904913686	660.414391861481	664.555652563587	632.845260903297	631.99359490389
ENSG00000004779	NDUFAB1	1916.67616693275	1894.16134772572	1983.21325614525	2006.02694327773	1916.33482834769	2130.22642940939	2018.89850250443
ENSG00000004799	PDK4	4004.90818501107	4002.94859977698	3700.67982226516	3696.47298929054	3777.64804835864	3963.26364522511	4153.86211659032
ENSG00000004838	ZMYND10	25.0105380838621	18.884437432263	19.9578026089981	29.3675591832241	25.4795626316558	10.0649994001235	15.7920613945781
ENSG00000004846	ABCB5	16.1976936593353	22.4358299996447	18.8285703676562	10.1753570105653	16.6217849099483	13.4581846731875	18.8549005168491
ENSG00000004848	ARX	244.275537379349	214.340817992113	238.357968505568	248.907062116537	231.926294181597	260.616384130371	212.595195252571
ENSG00000004864	SLC25A13	2350.15583787233	2271.03615893443	2269.13493693051	2375.06004090654	2376.43513798599	2513.41958899378	2449.96217119362
ENSG00000004866	ST7	834.362125318843	823.803768251647	786.052059667857	800.746964001394	817.404138664864	823.158045731576	817.262168186843
ENSG00000004897	CDC27	5785.64401574086	5464.00124160882	5589.40922935385	4961.15602752268	5367.98083299665	5627.11541410885	5885.78135123433
ENSG00000004939	SLC4A1	0.8591236793863	1.53165786804059	0.860129447501075	2.3890867867925	3.25425298538048	2.09404534122758	1.30244877139003
ENSG00000004948	CALCR	1.6741547743108	0.953509358795316	0.826709986265519	2.29319067157823	1.05246182634951	1.00029635765936	0
ENSG00000004961	HCCS	1669.18560142132	1704.54766916456	1610.33937147214	1709.13444718431	1733.73014567251	1603.70896245719	1714.85650529733
ENSG00000004975	DVL2	2305.89892178807	2216.32800833416	2020.35138385	2156.92605447039	2208.10206443766	2267.77948034715	2189.32485756806
ENSG00000005001	PRSS22	7.53780040161315	2.9538485055123	4.85965674695272	0	15.4732453098263	9.08438491855324	8.73375739301627
ENSG00000005007	UPF1	3439.64285085292	3836.57271963007	3806.15093020979	3841.13753723386	3893.80705617315	3728.70858244994	3363.68730180451
ENSG00000005020	SKAP2	2494.1389157593	2394.6618477813	2443.62259547885	2346.01267357982	2530.48166708975	2423.91866552269	2406.33060207626
ENSG00000005022	SLC25A5	20020.743474579	19633.6295117457	19025.4962682138	20748.017566591	20317.268957781	20391.0739515595	20161.810455697
ENSG00000005059	MCUB	638.850809036644	666.689620947281	643.35017245967	619.908522419878	613.168255606267	636.426895902868	644.589776644579
ENSG00000005073	HOXA11	30.9488266441814	40.245052122891	29.2656590534094	31.7417674092574	42.4590940727809	30.8859914625528	38.6578999321763
ENSG00000005075	POLR2J	2144.32813094029	2188.91844975782	1462.68885984274	2169.25791711387	1726.0948468026	1885.27194569027	1872.90572770238
ENSG00000005100	DHX33	2810.0825565389	2735.66368588092	2902.71878754439	2778.79792796576	2884.36443281027	2897.68407063064	2906.03668629025
ENSG00000005108	THSD7A	2324.85630256728	2385.85605507988	2605.40777705538	1991.21534103468	2351.97421091583	2378.63644190081	2468.30858464643
ENSG00000005156	LIG3	2115.22168885567	2119.65017938222	2085.48297971413	2039.22366664479	2188.55031516187	2204.33757189402	2276.4187077446
ENSG00000005175	RPAP3	2087.54429290304	2125.91427090175	2153.63248104885	2157.48494132333	2253.40996297497	2356.55538976081	2243.45282177272
ENSG00000005187	ACSM3	659.249296676014	589.632841245787	609.628854184149	614.346193545742	586.457973167689	632.532227085014	628.138846884366
ENSG00000005189	REXO5	150.361506940795	148.685436920388	134.291650596336	173.850161158929	196.526110088084	145.88770744508	117.782725239908
ENSG00000005194	CIAPIN1	2595.31039295532	2537.91206584721	2611.1749715774	2430.22707102142	2596.12734560434	2592.18167378906	2676.87933318606
ENSG00000005206	SPPL2B	1607.69685072635	1593.22144249231	1586.48788244479	1531.30286296351	1591.09634511612	1512.72504667447	1428.2765934631
ENSG00000005238	FAM214B	603.135014994379	671.197616111934	714.242861977317	671.937551722522	569.233062239682	616.818274201957	626.616380321981
ENSG00000005243	COPZ2	148.958462512686	180.003416424416	163.277870433634	186.106050566492	153.258562639061	162.01905563881	113.938090596107
ENSG00000005249	PRKAR2B	199.564258184056	199.972780831043	200.342918868969	218.261631078981	208.338325168912	205.154405648645	192.475968488086
ENSG00000005302	MSL3	999.873470650502	901.531106387064	1061.99252227963	915.167948778749	976.939883385099	951.981069643558	1021.39795287659
ENSG00000005339	CREBBP	2882.24487352643	2943.87265045548	3054.28693800426	2668.27331259065	3004.3629937859	2829.36268628431	2925.82326293161
ENSG00000005379	TSPOAP1	6.80394277318437	11.372047150646	8.17918933577947	8.29048973611596	16.5316965825151	2.79084125414839	11.2429941581486
ENSG00000005421	PON1	56.5277729327973	65.2095172244836	64.5350212241074	38.058208209823	58.901924030929	48.7272510170512	46.4079655346252
ENSG00000005436	GCFC2	716.869283881084	818.77644172093	734.714574052225	713.607800809255	904.25181361822	797.539730933294	694.149460673692
ENSG00000005448	WDR54	1592.63340418668	1701.21187583846	1519.83558030829	1807.69969591399	1547.41400653389	1402.39190065251	1503.42160473562
ENSG00000005469	CROT	798.322524029698	802.498593732444	692.756302887064	668.193158276436	790.292028013575	760.09640637244	757.578009514042
ENSG00000005471	ABCB4	9.62970837162121	22.2838363739433	11.7532772752412	12.6684851232124	22.3211970563781	8.23796174425483	16.9097509413605
ENSG00000005483	KMT2E	1695.29319365015	1660.08238720851	1433.69749910665	1246.09647394608	1679.87494589921	1322.35138902928	1808.71405734834
ENSG00000005486	RHBDD2	3362.54724443859	3220.22178762823	2648.67839908898	3369.03068918527	2545.86337405101	2513.4067254632	2873.13665022188
ENSG00000005513	SOX8	52.4664129843502	38.2231575639249	41.7977135408003	51.3689588862293	36.632623743897	72.9564846458443	59.8532222118023
ENSG00000005700	IBTK	3491.46761460935	3638.3794747772	3749.15343185863	3003.20843568417	3538.53593319872	3487.1484667004	3645.80488376848
ENSG00000005801	ZNF195	689.330580745639	688.066964452962	679.706361764555	649.826185390106	651.216015478402	686.866873936396	824.903559077337
ENSG00000005810	MYCBP2	1327.6010213372	1359.35090957482	1377.58337732362	1270.31155869299	1386.93785971005	1417.38265602211	1370.08487800704
ENSG00000005812	FBXL3	942.735090321184	998.532942643195	1020.73725765382	962.697473190457	1006.60018810623	1004.16739270015	1004.01465304138
ENSG00000005844	ITGAL	14.559686653928	31.2464343152531	0	8.75672938326712	44.6626047669973	45.8575641364822	19.065856072258
ENSG00000005882	PDK2	947.554324745589	944.789049021009	897.563830209823	987.455750968966	874.673454067636	872.584378391686	917.806640448746
ENSG00000005884	ITGA3	13569.4391259536	13981.3103826354	14764.5462934529	14257.3249017095	14340.0603037556	13433.043708155	13212.4669767696
ENSG00000005889	ZFX	1743.16221994385	1667.04862598808	1713.518875525	1405.73037965262	1508.8676589288	1645.62711901199	1539.73167928282
ENSG00000005893	LAMP2	4905.86710700861	4837.07610911925	4808.10533950548	4512.96282446515	5025.56496573337	5001.4733302812	5162.7095434735
ENSG00000005961	ITGA2B	75.6423271177507	79.3753153957752	69.5282820011983	79.6033885551995	60.4228290370778	57.239658285125	45.2830335831789
ENSG00000005981	ASB4	179.593193284636	219.076447100839	205.023169681932	165.548948612372	233.530081115898	195.025013990664	237.721359011204
ENSG00000006007	GDE1	3638.41632584992	3573.69016624115	3551.69138850409	3904.85962885113	3596.27244700792	3558.09316020136	3631.1266299727
ENSG00000006015	REX1BD	631.700217664358	666.972322534789	591.147050402218	678.362814364879	613.999111452145	626.679938413023	570.123744465139
ENSG00000006016	CRLF1	10.5081441028067	7.21691159653347	12.676231882029	14.1737204950997	4.76459285329042	11.2663582677042	17.4041957797865
ENSG00000006025	OSBPL7	645.089155487711	700.241710684784	675.613533782035	685.580172292567	600.223513092088	619.270856706857	512.505808901477
ENSG00000006042	TMEM98	535.869576046392	556.050761549502	543.458463080999	584.225399914659	511.433242573752	531.143803619944	537.29718884259
