ensembl	symbol	A375MA2-DMSO-A	A375MA2-DMSO-B	A375MA2-DMSO-C	A375MA2-DMSO-D	A375MA2-GiB-A	A375MA2-GiB-B	A375MA2-GiB-D
ENSG00000000003	TSPAN6	346	578	364	347	413	448	498
ENSG00000000419	DPM1	1878	3267	2082	2002	3386	3253	4165
ENSG00000000457	SCYL3	544	931	511	514	669	655	741
ENSG00000000460	C1orf112	578	951	529	580	1055	1038	1426
ENSG00000000938	FGR	1	1	1	0	2	1	0
ENSG00000000971	CFH	1	2	0	1	0	0	0
ENSG00000001036	FUCA2	1108	1964	1114	1090	1636	1669	2010
ENSG00000001084	GCLC	854	1506	773	828	1044	1060	1220
ENSG00000001167	NFYA	1006	1698	1023	1069	1420	1331	1814
ENSG00000001460	STPG1	377	596	355	325	476	465	598
ENSG00000001461	NIPAL3	6404	10181	5978	6037	7315	6848	8390
ENSG00000001497	LAS1L	1770	2892	1840	1903	2730	2561	3188
ENSG00000001561	ENPP4	0	0	0	0	0	0	1
ENSG00000001617	SEMA3F	158	258	129	128	167	135	139
ENSG00000001626	CFTR	3	7	4	1	3	7	11
ENSG00000001629	ANKIB1	3058	4597	2781	2855	3662	3354	4390
ENSG00000001630	CYP51A1	1778	3037	1855	1869	2706	2532	3267
ENSG00000001631	KRIT1	846	1284	867	1001	1160	993	1142
ENSG00000002016	RAD52	294	398	311	269	382	370	512
ENSG00000002330	BAD	530	894	558	535	610	616	759
ENSG00000002549	LAP3	2378	4011	2380	2287	3404	3370	4104
ENSG00000002586	CD99	3661	6440	4096	3966	4533	4194	5208
ENSG00000002587	HS3ST1	50	63	27	35	64	43	51
ENSG00000002726	AOC1	0	0	0	3	0	1	3
ENSG00000002745	WNT16	17	36	15	4	19	17	21
ENSG00000002746	HECW1	143	230	112	123	174	154	181
ENSG00000002822	MAD1L1	1253	2013	1239	1248	1773	1533	2081
ENSG00000002834	LASP1	4061	7040	4642	4534	6568	6215	8381
ENSG00000002919	SNX11	415	672	418	438	635	654	831
ENSG00000003056	M6PR	4974	8467	5431	5193	7419	7450	9335
ENSG00000003096	KLHL13	232	420	267	265	420	404	513
ENSG00000003137	CYP26B1	58	68	68	70	55	39	80
ENSG00000003147	ICA1	287	442	176	197	237	261	239
ENSG00000003249	DBNDD1	1179	2134	1218	1244	1590	1555	1732
ENSG00000003393	ALS2	519	895	635	522	657	597	918
ENSG00000003400	CASP10	120	217	113	123	182	157	168
ENSG00000003402	CFLAR	773	1215	685	733	804	719	853
ENSG00000003436	TFPI	28	68	37	50	63	50	52
ENSG00000003509	NDUFAF7	727	1163	678	667	864	906	1151
ENSG00000003756	RBM5	1279	2081	1284	1273	1664	1654	2012
ENSG00000003987	MTMR7	35	71	32	30	27	37	52
ENSG00000003989	SLC7A2	722	1174	690	670	967	904	1144
ENSG00000004059	ARF5	2081	3696	2352	2322	2931	3036	3448
ENSG00000004139	SARM1	491	739	384	543	606	483	746
ENSG00000004142	POLDIP2	4259	7188	4576	4378	6184	6076	7528
ENSG00000004399	PLXND1	1772	2916	1765	1865	1898	1883	2214
ENSG00000004455	AK2	4843	7664	4754	5056	7401	7853	9404
ENSG00000004468	CD38	5	11	5	8	3	2	6
ENSG00000004478	FKBP4	4551	7726	4910	4677	6415	6334	8003
ENSG00000004487	KDM1A	4605	7873	4854	4566	4794	4552	5833
ENSG00000004534	RBM6	1960	2999	1701	1889	2136	2225	2747
ENSG00000004660	CAMKK1	45	104	74	73	102	83	117
ENSG00000004700	RECQL	3156	5401	3290	3071	4947	4778	6015
ENSG00000004766	VPS50	224	327	242	229	321	329	386
ENSG00000004776	HSPB6	42	78	60	37	61	43	53
ENSG00000004777	ARHGAP33	283	461	234	287	323	282	364
ENSG00000004779	NDUFAB1	1873	3066	1953	1888	2562	2553	3456
ENSG00000004799	PDK4	5532	9169	4651	4559	7554	7596	7657
ENSG00000004809	SLC22A16	0	3	2	2	1	0	4
ENSG00000004838	ZMYND10	23	49	30	27	74	57	104
ENSG00000004846	ABCB5	18	51	23	18	47	38	53
ENSG00000004848	ARX	5	11	15	6	12	7	5
ENSG00000004864	SLC25A13	1313	2262	1373	1341	2091	2070	2674
ENSG00000004866	ST7	495	846	512	520	680	685	863
ENSG00000004897	CDC27	3186	5074	3087	3199	4724	4626	5919
ENSG00000004939	SLC4A1	2	5	3	0	1	1	0
ENSG00000004948	CALCR	1	0	2	0	1	0	0
ENSG00000004961	HCCS	967	1729	1201	1093	1567	1544	2018
ENSG00000004975	DVL2	2000	3378	2075	2081	3115	2669	3858
ENSG00000005001	PRSS22	0	0	0	0	0	1	0
ENSG00000005007	UPF1	6155	10143	6433	6977	9374	7622	10879
ENSG00000005020	SKAP2	1813	2896	1600	1640	2319	2165	2478
ENSG00000005022	SLC25A5	14524	25439	16084	15904	21485	21490	26511
ENSG00000005059	MCUB	402	664	433	406	598	605	679
ENSG00000005073	HOXA11	117	213	97	124	181	119	187
ENSG00000005075	POLR2J	1408	2342	1510	1394	1976	1938	2364
ENSG00000005100	DHX33	2038	3456	1973	2075	2941	2677	3500
ENSG00000005102	MEOX1	5	5	1	2	2	3	4
ENSG00000005108	THSD7A	6	15	7	8	15	9	10
ENSG00000005156	LIG3	1820	2829	1691	1825	2397	2394	2941
ENSG00000005175	RPAP3	1312	2157	1223	1220	1810	1589	2090
ENSG00000005187	ACSM3	31	35	20	25	21	21	12
ENSG00000005189	REXO5	235	416	248	285	404	369	539
ENSG00000005194	CIAPIN1	1649	2771	1829	1678	2556	2623	3242
ENSG00000005206	SPPL2B	1719	2916	1577	1590	2017	1785	2060
ENSG00000005238	FAM214B	712	1173	744	762	812	717	912
ENSG00000005243	COPZ2	390	633	442	362	589	633	689
ENSG00000005249	PRKAR2B	1503	2580	1603	1654	1767	1487	2215
ENSG00000005302	MSL3	928	1580	953	979	1266	1206	1482
ENSG00000005339	CREBBP	2208	3633	2104	2264	3327	3221	4228
ENSG00000005421	PON1	0	0	0	1	0	0	1
ENSG00000005436	GCFC2	564	1007	554	552	635	752	818
ENSG00000005448	WDR54	1051	1818	1203	1114	1728	1619	1846
ENSG00000005469	CROT	293	512	283	233	374	305	379
ENSG00000005471	ABCB4	1002	1597	816	888	1161	1109	1031
ENSG00000005483	KMT2E	1562	2651	1199	1650	1825	1795	2512
ENSG00000005486	RHBDD2	1734	2622	1640	1439	1625	2077	2239
ENSG00000005513	SOX8	1748	2939	1750	1775	1378	1209	1524
ENSG00000005700	IBTK	2847	4574	2750	2876	3334	3282	4099
ENSG00000005801	ZNF195	225	408	261	231	333	328	366
ENSG00000005810	MYCBP2	1371	1927	1058	1335	1640	1560	2051
ENSG00000005812	FBXL3	1023	1710	1011	939	1591	1541	2098
ENSG00000005844	ITGAL	1	0	0	0	0	0	0
ENSG00000005882	PDK2	749	1321	762	754	810	852	933
ENSG00000005884	ITGA3	7523	12401	6779	7220	6566	6393	7084
ENSG00000005889	ZFX	1055	1838	1007	1064	1404	1449	1781
ENSG00000005893	LAMP2	5849	9773	5699	5618	6379	6406	7362
ENSG00000005961	ITGA2B	0	12	5	14	7	8	15
ENSG00000005981	ASB4	10	13	5	9	15	21	15
ENSG00000006007	GDE1	970	1590	945	939	1294	1234	1272
ENSG00000006015	REX1BD	667	1102	731	655	935	766	1068
ENSG00000006016	CRLF1	158	327	149	180	154	141	129
ENSG00000006025	OSBPL7	621	1016	504	518	595	521	647
ENSG00000006042	TMEM98	2402	4279	2530	2299	2608	2321	2924
ENSG00000006047	YBX2	4	9	3	4	6	3	2
ENSG00000006062	MAP3K14	418	651	349	380	410	364	445
ENSG00000006071	ABCC8	0	0	1	1	0	0	0
ENSG00000006118	TMEM132A	1074	1924	1163	1119	1369	1022	1529
ENSG00000006125	AP2B1	7256	11608	7030	7152	8380	8054	9571
ENSG00000006128	TAC1	179	347	207	201	242	217	309
ENSG00000006194	ZNF263	822	1421	755	753	1156	1082	1495
ENSG00000006210	CX3CL1	43	81	52	25	62	86	85
ENSG00000006282	SPATA20	776	1118	739	546	816	903	1040
ENSG00000006283	CACNA1G	3	0	2	6	1	5	2
ENSG00000006327	TNFRSF12A	1381	2521	1710	1567	2368	1937	3371
ENSG00000006377	DLX6	170	236	144	150	180	160	169
ENSG00000006432	MAP3K9	397	634	388	406	487	511	585
ENSG00000006451	RALA	1241	2042	1267	1259	1873	1702	2271
ENSG00000006453	BAIAP2L1	1092	1905	1165	1227	1249	1157	1424
ENSG00000006459	KDM7A	1272	1920	1155	1159	1112	1125	1238
ENSG00000006468	ETV1	3404	5479	2875	2950	3583	3528	4136
ENSG00000006530	AGK	1525	2669	1622	1560	2002	1951	2478
ENSG00000006534	ALDH3B1	396	689	439	434	458	417	474
ENSG00000006555	TTC22	1	1	0	1	0	1	0
ENSG00000006576	PHTF2	754	1250	719	721	990	958	1122
ENSG00000006606	CCL26	0	2	0	0	0	0	0
ENSG00000006607	FARP2	2598	4180	2387	2591	3307	3338	4190
ENSG00000006625	GGCT	1623	2790	1659	1501	2031	1925	2484
ENSG00000006634	DBF4	388	530	253	326	336	382	473
ENSG00000006638	TBXA2R	86	114	86	73	135	122	150
ENSG00000006652	IFRD1	1125	1680	754	843	1241	1212	1682
ENSG00000006695	COX10	767	1296	816	870	917	918	1026
ENSG00000006704	GTF2IRD1	756	1339	798	825	938	851	1010
ENSG00000006712	PAF1	1537	2598	1661	1576	2402	2333	2968
ENSG00000006715	VPS41	1071	1766	1022	1027	1173	1065	1364
ENSG00000006740	ARHGAP44	40	79	38	64	34	38	51
ENSG00000006744	ELAC2	2363	4091	2601	2587	3322	3422	4089
ENSG00000006747	SCIN	34	59	27	31	26	28	43
ENSG00000006756	ARSD	514	794	478	484	626	593	681
ENSG00000006757	PNPLA4	0	2	2	5	4	1	3
ENSG00000006788	MYH13	84	140	65	70	89	71	90
ENSG00000006831	ADIPOR2	3821	6603	4024	4004	5052	5033	5982
ENSG00000006837	CDKL3	31	54	33	22	27	23	36
ENSG00000007047	MARK4	1319	2392	1348	1448	1310	1226	1471
ENSG00000007062	PROM1	15	0	7	0	12	20	23
ENSG00000007080	CCDC124	3245	5431	3668	3560	5565	5367	6906
ENSG00000007168	PAFAH1B1	3483	5934	3468	3378	5354	5185	6182
ENSG00000007171	NOS2	0	0	0	0	2	0	0
ENSG00000007174	DNAH9	127	273	129	128	161	163	171
ENSG00000007202	KIAA0100	7100	11641	6909	7483	8788	8795	10897
ENSG00000007237	GAS7	14675	24291	14673	15345	17028	16442	21412
ENSG00000007255	TRAPPC6A	146	290	168	167	179	172	210
ENSG00000007264	MATK	0	2	2	1	2	0	2
ENSG00000007341	ST7L	109	155	98	85	133	178	177
ENSG00000007350	TKTL1	1	8	8	7	5	2	11
ENSG00000007372	PAX6	0	0	1	0	5	0	2
ENSG00000007376	RPUSD1	846	1500	932	933	1223	1027	1510
ENSG00000007384	RHBDF1	2422	4139	2474	2573	2766	2680	3347
ENSG00000007392	LUC7L	449	806	514	539	592	607	830
ENSG00000007402	CACNA2D2	16	21	11	8	14	14	12
ENSG00000007516	BAIAP3	30	64	21	34	48	34	35
ENSG00000007520	TSR3	1158	2076	1301	1208	1765	1630	2185
ENSG00000007541	PIGQ	1103	2010	1196	1119	1585	1602	2094
ENSG00000007545	CRAMP1	1484	2470	1469	1527	1797	1707	2272
ENSG00000007866	TEAD3	395	713	427	376	436	387	552
ENSG00000007908	SELE	0	1	0	0	0	0	0
ENSG00000007923	DNAJC11	1664	2983	1752	1749	2944	2720	3573
ENSG00000007944	MYLIP	898	1486	822	849	877	839	1042
ENSG00000007952	NOX1	4	3	3	5	7	4	6
ENSG00000007968	E2F2	361	465	323	339	669	589	928
ENSG00000008018	PSMB1	3664	6111	3908	3653	5863	5940	7341
ENSG00000008056	SYN1	17	25	15	18	17	15	28
ENSG00000008083	JARID2	2450	3927	2293	2437	2714	2457	3022
ENSG00000008086	CDKL5	135	204	106	140	145	149	194
ENSG00000008118	CAMK1G	0	0	0	1	0	3	0
ENSG00000008128	CDK11A	1211	1948	1084	1184	1433	1000	1370
ENSG00000008130	NADK	1692	2788	1799	1738	1979	1975	2448
ENSG00000008196	TFAP2B	14948	24769	13222	13148	13236	12564	13901
ENSG00000008226	DLEC1	6	11	6	4	9	1	16
ENSG00000008256	CYTH3	1378	2278	1367	1473	1601	1549	1970
ENSG00000008277	ADAM22	356	525	304	312	403	380	403
ENSG00000008282	SYPL1	2016	3556	2054	1980	2492	2452	2992
ENSG00000008283	CYB561	1556	2531	1581	1557	2219	2043	2578
ENSG00000008294	SPAG9	5428	9046	5120	5445	6687	6544	7956
ENSG00000008300	CELSR3	833	1234	774	836	1255	1135	1340
ENSG00000008311	AASS	1380	2157	1282	1332	1633	1432	1862
ENSG00000008323	PLEKHG6	12	27	15	15	17	16	15
ENSG00000008324	SS18L2	402	662	432	377	542	499	664
ENSG00000008382	MPND	372	641	374	346	454	299	475
ENSG00000008394	MGST1	0	1	0	3	6	0	4
ENSG00000008405	CRY1	457	715	489	459	608	569	809
ENSG00000008438	PGLYRP1	8	6	4	4	3	1	1
ENSG00000008441	NFIX	6740	11406	6649	7135	9463	8941	11112
ENSG00000008513	ST3GAL1	3964	6209	3684	3935	4088	3991	4831
ENSG00000008516	MMP25	24	73	19	28	35	13	0
ENSG00000008517	IL32	3	1	1	2	4	1	0
ENSG00000008710	PKD1	2922	4431	2661	2896	3462	3259	3917
ENSG00000008735	MAPK8IP2	22	35	25	0	53	63	93
ENSG00000008838	MED24	1704	2818	1730	1787	2439	2203	2812
ENSG00000008853	RHOBTB2	889	1552	821	865	1401	1271	1941
ENSG00000008869	HEATR5B	1242	1935	1068	1224	1456	1480	1750
ENSG00000008952	SEC62	2440	4044	2475	2274	3943	3791	4766
ENSG00000008988	RPS20	16365	28160	17913	16352	21013	21763	25897
ENSG00000009307	CSDE1	17729	29535	17539	17410	19499	18929	23007
ENSG00000009335	UBE3C	5273	8655	5247	5582	6592	6427	8025
ENSG00000009413	REV3L	879	1811	1064	914	1918	1031	1659
ENSG00000009694	TENM1	239	327	190	193	206	193	211
ENSG00000009724	MASP2	16	19	20	19	18	9	14
ENSG00000009765	IYD	28	49	18	28	16	16	21
ENSG00000009780	FAM76A	279	455	249	273	420	373	436
ENSG00000009790	TRAF3IP3	1	1	0	4	0	0	1
ENSG00000009830	POMT2	471	747	491	524	580	495	614
ENSG00000009844	VTA1	1356	2418	1408	1413	2086	2016	2507
ENSG00000009950	MLXIPL	30	44	29	23	5	15	32
ENSG00000009954	BAZ1B	5957	9452	5698	6104	9465	9069	11848
ENSG00000010017	RANBP9	1202	1946	1193	1158	1127	1204	1239
ENSG00000010030	ETV7	1	2	3	1	1	2	1
ENSG00000010072	SPRTN	611	1091	674	601	1009	985	1257
ENSG00000010165	METTL13	3763	5987	3685	3734	4891	4464	5908
ENSG00000010219	DYRK4	121	186	134	118	185	156	178
ENSG00000010244	ZNF207	5203	8442	4945	4981	5855	5643	6996
ENSG00000010256	UQCRC1	5613	9486	6280	5868	7928	7838	9492
ENSG00000010270	STARD3NL	750	1205	739	786	971	978	1292
ENSG00000010278	CD9	4180	7248	4473	4321	3956	3717	4285
ENSG00000010292	NCAPD2	11466	19076	11942	12229	16984	16916	20933
ENSG00000010295	IFFO1	616	1020	553	571	612	657	758
ENSG00000010310	GIPR	134	236	114	136	139	122	135
ENSG00000010318	PHF7	165	249	151	136	127	149	202
ENSG00000010319	SEMA3G	746	1295	775	792	745	645	919
ENSG00000010322	NISCH	2005	3048	1708	1871	1966	1806	2245
ENSG00000010327	STAB1	1	0	0	2	0	1	0
ENSG00000010361	FUZ	958	1447	916	973	1047	1017	1195
ENSG00000010379	SLC6A13	0	0	0	0	0	0	1
ENSG00000010404	IDS	2195	3438	2075	2061	2896	2752	3165
ENSG00000010438	PRSS3	87	132	97	90	124	125	184
ENSG00000010539	ZNF200	470	800	462	511	741	712	905
ENSG00000010610	CD4	11	6	12	16	14	17	15
ENSG00000010626	LRRC23	252	434	255	275	330	334	448
ENSG00000010671	BTK	2	0	0	0	0	0	0
ENSG00000010704	HFE	364	606	380	375	509	517	589
ENSG00000010803	SCMH1	934	1479	920	867	1088	1019	1164
ENSG00000010810	FYN	2835	4845	3000	3060	3868	3813	4554
ENSG00000010818	HIVEP2	1010	1671	868	1067	1253	1250	1581
ENSG00000010932	FMO1	0	1	0	0	0	0	1
ENSG00000011007	ELOA	2881	4577	2842	2859	4965	4798	6538
ENSG00000011009	LYPLA2	2922	5008	3317	3136	4370	4405	5376
ENSG00000011021	CLCN6	854	1338	761	809	993	987	1207
ENSG00000011028	MRC2	7091	12424	7006	7091	8272	7086	9125
ENSG00000011052	NME1-NME2	213	332	215	210	216	196	177
ENSG00000011105	TSPAN9	549	918	545	532	565	518	586
ENSG00000011114	BTBD7	447	676	376	512	653	769	900
ENSG00000011132	APBA3	303	537	318	359	458	351	486
ENSG00000011143	MKS1	246	373	254	263	452	408	468
ENSG00000011198	ABHD5	519	655	360	302	634	596	749
ENSG00000011201	ANOS1	0	0	0	1	0	1	0
ENSG00000011243	AKAP8L	1097	1926	1127	1055	1750	1530	2011
ENSG00000011258	MBTD1	532	883	478	474	641	581	751
ENSG00000011260	UTP18	1568	2731	1730	1605	2544	2444	3085
ENSG00000011275	RNF216	1748	2774	1648	1731	2228	2092	2663
ENSG00000011295	TTC19	1024	1742	942	936	937	914	1221
ENSG00000011304	PTBP1	10944	18742	11730	11543	16365	15652	20929
ENSG00000011332	DPF1	147	234	159	151	287	251	376
ENSG00000011347	SYT7	13	15	8	5	10	11	14
ENSG00000011376	LARS2	1155	1754	1123	1152	1611	1581	2046
ENSG00000011405	PIK3C2A	1902	3119	1735	1937	2079	2145	2601
ENSG00000011422	PLAUR	1016	1793	1052	1024	1154	1218	1355
ENSG00000011426	ANLN	4185	6956	4394	4639	6725	6873	8825
ENSG00000011451	WIZ	2680	4683	2656	2814	3890	3939	4935
ENSG00000011454	RABGAP1	1639	2648	1381	1526	1981	1870	2182
ENSG00000011465	DCN	55	139	85	80	85	70	120
ENSG00000011478	QPCTL	885	1604	1072	1024	1142	1051	1283
ENSG00000011485	PPP5C	2628	4284	2664	2561	3451	3066	4170
ENSG00000011523	CEP68	463	618	329	417	588	539	566
ENSG00000011566	MAP4K3	849	1336	748	817	979	918	1209
ENSG00000011590	ZBTB32	0	5	24	19	3	0	14
ENSG00000011638	LDAF1	201	338	237	192	230	183	198
ENSG00000011677	GABRA3	284	498	281	260	353	344	381
ENSG00000012048	BRCA1	1884	2928	1811	1915	2781	2819	3671
ENSG00000012061	ERCC1	4527	7652	4807	4668	6765	6346	8256
ENSG00000012124	CD22	162	288	179	157	175	150	196
ENSG00000012171	SEMA3B	7925	13841	8455	8328	8953	8374	10526
ENSG00000012174	MBTPS2	1425	2343	1375	1403	1792	1714	2107
ENSG00000012211	PRICKLE3	572	920	577	589	581	579	670
ENSG00000012232	EXTL3	1558	2466	1678	1599	2073	2003	2432
ENSG00000012504	NR1H4	4	12	1	2	8	5	6
ENSG00000012660	ELOVL5	4193	6826	4202	4005	5150	4904	5966
ENSG00000012779	ALOX5	0	1	0	0	0	0	0
ENSG00000012822	CALCOCO1	2091	3420	1746	1853	2043	1847	2118
ENSG00000012963	UBR7	1535	2373	1542	1541	2152	2073	2728
ENSG00000012983	MAP4K5	885	1406	795	847	891	898	1056
ENSG00000013016	EHD3	2562	4409	2551	2664	3034	2851	3644
ENSG00000013275	PSMC4	4300	7535	5000	4492	8363	8512	10934
ENSG00000013288	MAN2B2	612	1078	647	697	806	718	858
ENSG00000013293	SLC7A14	22	36	19	12	29	18	24
ENSG00000013297	CLDN11	2	4	0	0	0	4	0
ENSG00000013306	SLC25A39	2347	4019	2506	2489	3318	3327	3939
ENSG00000013364	MVP	4510	7816	4564	4371	4672	4389	4654
ENSG00000013374	NUB1	2481	3958	2197	2062	2357	2018	2310
ENSG00000013375	PGM3	922	1336	687	782	1211	1259	1553
ENSG00000013392	RWDD2A	161	304	160	164	225	217	263
ENSG00000013441	CLK1	158	218	140	141	265	353	494
ENSG00000013503	POLR3B	520	791	497	552	628	619	754
ENSG00000013523	ANGEL1	775	1354	707	737	963	973	1111
ENSG00000013561	RNF14	1641	2694	1606	1662	2016	1945	2284
ENSG00000013563	DNASE1L1	1082	1744	1124	959	1341	1257	1427
ENSG00000013573	DDX11	1547	2499	1495	1713	2301	2184	2914
ENSG00000013583	HEBP1	609	1156	640	601	955	959	1022
ENSG00000013588	GPRC5A	5033	8276	5341	5515	7089	7172	9168
ENSG00000013619	MAMLD1	373	610	342	386	425	424	541
ENSG00000013810	TACC3	2363	4086	2719	2667	4253	4397	5768
ENSG00000014123	UFL1	757	1220	724	646	822	897	1038
ENSG00000014138	POLA2	720	1241	724	648	1167	1198	1410
ENSG00000014164	ZC3H3	840	1345	874	907	1149	1129	1342
ENSG00000014216	CAPN1	3657	6293	3883	3730	4354	4242	4883
ENSG00000014257	ACP3	616	1055	628	580	506	521	599
ENSG00000014641	MDH1	4412	7508	4540	4307	6569	6331	7847
ENSG00000014824	SLC30A9	1810	2950	1658	1682	2036	1855	2133
ENSG00000014914	MTMR11	77	110	58	92	82	78	91
ENSG00000014919	COX15	2267	3724	2311	2339	3174	2959	3708
ENSG00000015133	CCDC88C	18	40	31	22	62	54	48
ENSG00000015153	YAF2	455	705	451	451	484	519	636
ENSG00000015171	ZMYND11	1373	2179	1237	1272	1582	1550	2088
ENSG00000015285	WAS	10	14	12	10	17	14	32
ENSG00000015413	DPEP1	0	1	0	0	1	0	0
ENSG00000015475	BID	326	627	364	334	436	431	482
ENSG00000015479	MATR3	7596	13080	7584	7694	12184	12533	15827
ENSG00000015520	NPC1L1	9	7	5	3	2	3	1
ENSG00000015532	XYLT2	1222	2126	1290	1317	1481	1378	1624
ENSG00000015568	RGPD5	15	733	740	15	5	13	978
ENSG00000015676	NUDCD3	846	1334	797	817	1329	1246	1526
ENSG00000016082	ISL1	146	273	186	158	188	157	219
ENSG00000016391	CHDH	11	17	11	13	12	8	17
ENSG00000016490	CLCA1	0	2	0	1	1	1	5
ENSG00000016864	GLT8D1	1673	2484	1569	1522	1840	1891	2200
ENSG00000017260	ATP2C1	2166	3546	2063	2077	3000	2903	3767
ENSG00000017427	IGF1	0	3	0	0	1	0	0
ENSG00000017483	SLC38A5	4	9	3	1	5	3	6
ENSG00000017797	RALBP1	2093	3451	2085	2073	2356	2217	2749
ENSG00000018189	RUFY3	380	617	328	337	362	350	412
ENSG00000018236	CNTN1	82	144	67	74	112	128	102
ENSG00000018280	SLC11A1	5	13	4	3	11	9	10
ENSG00000018408	WWTR1	32723	55879	31442	31879	47791	46159	55042
ENSG00000018510	AGPS	1271	2174	1269	1321	1870	1956	2393
ENSG00000018610	STEEP1	826	1455	905	820	1342	1238	1578
ENSG00000018625	ATP1A2	1	8	0	3	5	1	4
ENSG00000018699	TTC27	499	846	506	476	600	577	722
ENSG00000018869	ZNF582	22	42	26	32	48	43	49
ENSG00000019102	VSIG2	9	17	8	9	22	10	19
ENSG00000019144	PHLDB1	1339	2359	1469	1485	1792	1713	2466
ENSG00000019186	CYP24A1	2	3	4	1	0	2	2
ENSG00000019485	PRDM11	108	178	133	102	160	156	201
ENSG00000019505	SYT13	2	3	1	2	2	2	3
ENSG00000019549	SNAI2	781	1279	653	689	573	593	620
ENSG00000019582	CD74	63438	111228	68740	68247	73912	75695	90695
ENSG00000019991	HGF	174	301	143	140	159	171	147
ENSG00000019995	ZRANB1	1454	2440	1410	1448	1803	1703	2108
ENSG00000020129	NCDN	1705	2762	1703	1853	2355	2290	2922
ENSG00000020181	ADGRA2	983	1507	944	1029	1338	1023	1450
ENSG00000020256	ZFP64	895	1523	927	952	939	968	1208
ENSG00000020426	MNAT1	734	1168	744	694	1007	1024	1313
ENSG00000020577	SAMD4A	961	1615	904	903	1043	974	1118
ENSG00000020633	RUNX3	817	1435	916	874	1081	1076	1161
ENSG00000020922	MRE11	1571	2638	1510	1618	2000	1883	2266
ENSG00000021300	PLEKHB1	49	117	56	54	50	33	46
ENSG00000021355	SERPINB1	1007	1788	1061	991	980	929	956
ENSG00000021488	SLC7A9	3	4	0	1	6	4	3
ENSG00000021574	SPAST	856	1377	781	782	938	879	1116
ENSG00000021645	NRXN3	148	244	149	158	216	202	240
ENSG00000021762	OSBPL5	877	1299	806	838	1010	1042	1275
ENSG00000021776	AQR	851	1308	810	773	1067	1145	1343
ENSG00000021826	CPS1	642	944	497	518	723	693	811
ENSG00000021852	C8B	1	0	0	0	0	0	0
ENSG00000022267	FHL1	796	1402	861	784	965	952	1119
ENSG00000022277	RTF2	3756	6070	3898	3811	6027	5861	7278
ENSG00000022556	NLRP2	0	2	0	0	0	0	3
ENSG00000022567	SLC45A4	414	764	423	459	402	359	523
ENSG00000022840	RNF10	3267	5514	3416	3273	3953	3880	4674
ENSG00000022976	ZNF839	212	278	151	153	226	229	281
ENSG00000023041	ZDHHC6	318	437	317	309	412	502	583
ENSG00000023171	GRAMD1B	8226	13221	7720	7898	8133	8027	9658
ENSG00000023191	RNH1	3081	5334	3545	3441	4996	4762	5776
ENSG00000023228	NDUFS1	3341	5562	3389	3327	4518	4163	5070
ENSG00000023287	RB1CC1	2628	4197	2291	2386	3065	3013	3571
ENSG00000023318	ERP44	1843	3015	1868	1811	2397	2519	3108
ENSG00000023330	ALAS1	2363	4037	2595	2544	2703	2653	3212
ENSG00000023445	BIRC3	68	114	68	73	121	100	158
ENSG00000023516	AKAP11	3244	5290	2870	3066	3789	3673	4562
ENSG00000023572	GLRX2	474	769	453	446	955	997	1278
ENSG00000023608	SNAPC1	934	1589	927	831	1379	1345	1727
ENSG00000023697	DERA	779	1321	725	761	955	963	1183
ENSG00000023734	STRAP	7422	12959	7987	7755	11282	11319	14118
ENSG00000023839	ABCC2	61	120	82	76	92	94	102
ENSG00000023892	DEF6	14	20	8	8	14	18	0
ENSG00000023902	PLEKHO1	850	1401	966	809	1393	1159	1386
ENSG00000023909	GCLM	801	1475	889	863	1222	1195	1597
ENSG00000024048	UBR2	1411	2357	1250	1365	1657	1673	2134
ENSG00000024422	EHD2	2814	4789	3104	3169	4597	4485	5137
ENSG00000024526	DEPDC1	1497	2594	1609	1635	2056	2040	2595
ENSG00000024862	CCDC28A	687	1041	620	553	697	732	822
ENSG00000025039	RRAGD	680	1199	630	657	879	837	1013
ENSG00000025156	HSF2	379	635	371	370	524	500	663
ENSG00000025293	PHF20	1394	2224	1337	1299	1906	1778	2179
ENSG00000025423	HSD17B6	26	48	32	23	27	21	21
ENSG00000025434	NR1H3	255	437	221	271	257	223	276
ENSG00000025708	TYMP	25	43	34	33	49	32	58
ENSG00000025770	NCAPH2	910	1748	1076	1013	1590	1619	2101
ENSG00000025772	TOMM34	3422	5836	3531	3628	4445	4683	5432
ENSG00000025796	SEC63	2941	4938	2750	2990	4222	3804	4916
ENSG00000025800	KPNA6	3673	5882	3513	3515	4296	4098	5035
ENSG00000026025	VIM	88380	156729	96393	95029	123396	122952	150308
ENSG00000026103	FAS	161	241	184	177	201	193	215
ENSG00000026297	RNASET2	89	162	101	99	110	92	119
ENSG00000026508	CD44	24475	41492	23513	23393	29228	28112	31876
ENSG00000026559	KCNG1	1044	1840	1322	1272	1368	1226	1805
ENSG00000026652	AGPAT4	213	371	194	213	205	199	249
ENSG00000026751	SLAMF7	97	163	104	98	206	185	198
ENSG00000026950	BTN3A1	550	969	524	595	741	719	738
ENSG00000027001	MIPEP	1007	1725	954	954	1221	1175	1411
ENSG00000027075	PRKCH	606	1006	624	631	611	552	768
ENSG00000027644	INSRR	0	2	1	3	0	3	2
ENSG00000027697	IFNGR1	421	594	355	374	432	492	547
ENSG00000027847	B4GALT7	536	878	583	564	715	748	822
ENSG00000027869	SH2D2A	0	8	7	4	5	3	13
