ensembl	symbol	D15-shGCN2-5BM	D15-shGCN2-5NM	D15-shGCN2-6BM	D15-shGCN2-6NM	D15-shScr-1BM	D15-shScr-1L1	D15-shScr-1R1	D15-shScr-2L1
ENSG00000105072	C19orf44	289	339	283	229	243	234	186	279
ENSG00000105085	MED26	318	430	473	334	261	245	208	260
ENSG00000105088	OLFM2	21	3	3	1	2	66	2	8
ENSG00000105122	RASAL3	0	0	0	0	0	0	5	0
ENSG00000105127	AKAP8	979	836	1041	772	649	453	384	516
ENSG00000105131	EPHX3	112	117	117	80	116	97	39	106
ENSG00000105135	ILVBL	1280	1744	2011	1414	1172	638	735	1069
ENSG00000105136	ZNF419	162	166	178	124	134	135	92	124
ENSG00000105137	SYDE1	2800	3466	4156	2722	2041	1198	1614	1692
ENSG00000105141	CASP14	0	3	0	3	1	0	1	0
ENSG00000105143	SLC1A6	0	1	0	0	0	0	0	0
ENSG00000105146	AURKC	6	7	8	2	3	1	0	2
ENSG00000105171	POP4	535	437	538	463	363	277	214	393
ENSG00000105173	CCNE1	369	381	348	319	183	170	141	226
ENSG00000105176	URI1	996	983	1094	748	702	555	393	671
ENSG00000105185	PDCD5	1607	1646	1614	1444	1251	1124	957	1538
ENSG00000105186	ANKRD27	614	763	845	626	582	344	437	407
ENSG00000105193	RPS16	26624	35500	33782	28901	34847	18612	19740	30828
ENSG00000105197	TIMM50	2085	1955	2661	1916	1588	1165	938	1478
ENSG00000105202	FBL	5028	7372	8084	6245	5372	2536	3247	4603
ENSG00000105204	DYRK1B	534	598	553	391	342	423	310	500
ENSG00000105219	CCNP	1	0	1	0	0	1	2	0
ENSG00000105220	GPI	8718	16396	17339	12679	11259	4330	5445	8852
ENSG00000105221	AKT2	1305	1140	1294	888	778	656	662	728
ENSG00000105223	PLD3	2069	2302	2416	1841	1712	1486	957	2028
ENSG00000105227	PRX	27	53	38	31	61	35	38	26
ENSG00000105229	PIAS4	345	383	433	409	421	406	365	441
ENSG00000105245	NUMBL	919	1025	952	848	622	557	446	621
ENSG00000105246	EBI3	118	165	165	91	46	21	22	34
ENSG00000105248	YJU2	453	551	612	542	415	270	367	457
ENSG00000105251	SHD	0	1	0	0	0	0	0	1
ENSG00000105254	TBCB	1912	1867	1787	1649	1530	1482	1074	2058
ENSG00000105255	FSD1	846	1022	1202	909	617	430	535	697
ENSG00000105258	POLR2I	318	275	395	359	284	280	188	394
ENSG00000105261	OVOL3	1	1	0	0	3	2	1	0
ENSG00000105270	CLIP3	1217	1688	1544	1042	957	899	483	1003
ENSG00000105281	SLC1A5	3978	3987	4666	3018	2951	2313	2029	3154
ENSG00000105287	PRKD2	724	897	1209	680	547	430	309	420
ENSG00000105289	TJP3	1	0	0	3	1	0	0	0
ENSG00000105290	APLP1	61	48	57	40	45	99	18	103
ENSG00000105298	CACTIN	649	725	906	729	503	344	447	455
ENSG00000105321	CCDC9	454	578	679	468	558	276	486	384
ENSG00000105323	HNRNPUL1	8612	9158	11182	7270	5680	4306	4124	5401
ENSG00000105325	FZR1	1203	1285	1457	1141	985	841	883	1016
ENSG00000105327	BBC3	446	557	576	384	291	230	233	277
ENSG00000105329	TGFB1	5892	5879	5177	4922	4760	2288	2882	3314
ENSG00000105339	DENND3	287	430	576	373	282	98	259	142
ENSG00000105341	DMAC2	713	812	922	675	584	427	391	582
ENSG00000105352	CEACAM4	0	0	0	0	0	0	0	0
ENSG00000105355	PLIN3	2509	2845	3010	2792	2067	1837	2059	2175
ENSG00000105357	MYH14	33	21	46	6	83	49	2	35
ENSG00000105364	MRPL4	2641	2780	3455	2914	1923	1420	1628	2168
ENSG00000105366	SIGLEC8	0	3	0	0	2	0	0	1
ENSG00000105369	CD79A	0	2	5	2	5	1	0	3
ENSG00000105371	ICAM4	0	0	1	0	0	7	0	9
ENSG00000105372	RPS19	14124	18455	18887	15843	17053	10845	10952	15880
ENSG00000105373	NOP53	5755	8853	8469	6761	7927	5491	5079	7570
ENSG00000105374	NKG7	3	0	5	5	2	0	0	0
ENSG00000105376	ICAM5	224	415	293	194	536	315	442	731
ENSG00000105379	ETFB	2094	2310	2539	1977	1725	1873	1222	2609
ENSG00000105383	CD33	54	39	27	86	55	11	59	64
ENSG00000105388	CEACAM5	0	0	1	1	1	3	5	4
ENSG00000105392	CRX	42	53	35	33	40	61	50	29
ENSG00000105393	BABAM1	2732	2850	2992	2405	1954	1643	1303	1961
ENSG00000105397	TYK2	1049	939	1022	564	626	287	229	469
ENSG00000105398	SULT2A1	1	0	0	1	0	0	0	1
ENSG00000105401	CDC37	9782	10671	12310	8491	6686	6030	4799	8389
ENSG00000105402	NAPA	1260	1120	1514	1048	791	760	486	1059
ENSG00000105404	RABAC1	1243	1128	1242	1208	1097	886	484	1050
ENSG00000105409	ATP1A3	11	21	16	26	15	11	34	0
ENSG00000105419	MEIS3	155	206	278	220	142	117	76	138
ENSG00000105426	PTPRS	1506	1630	1510	1191	1517	1315	586	1531
ENSG00000105427	CNFN	26	23	21	19	27	27	6	17
ENSG00000105428	ZNRF4	0	0	0	0	0	0	0	1
ENSG00000105429	MEGF8	1090	1216	1205	687	812	831	443	757
ENSG00000105438	KDELR1	2672	3274	3242	2750	2702	2047	1642	2321
ENSG00000105443	CYTH2	1485	1469	1311	1060	1359	1650	1380	1443
ENSG00000105447	GRWD1	2068	2084	2392	1678	1570	1148	1012	1554
ENSG00000105464	GRIN2D	8	7	4	4	9	4	3	2
ENSG00000105467	SYNGR4	6	4	3	3	5	4	1	1
ENSG00000105472	CLEC11A	339	355	371	386	342	213	288	338
ENSG00000105479	ODAD1	1	2	0	2	0	0	8	3
ENSG00000105483	CARD8	238	279	185	141	176	215	89	209
ENSG00000105486	LIG1	733	831	1005	670	533	342	335	543
ENSG00000105492	SIGLEC6	12	9	12	13	11	17	21	8
ENSG00000105497	ZNF175	185	206	219	138	178	155	133	141
ENSG00000105499	PLA2G4C	14	11	5	7	9	14	7	8
ENSG00000105507	CABP5	0	0	1	0	0	0	0	0
ENSG00000105509	HAS1	6	3	4	1	3	8	1	1
ENSG00000105514	RAB3D	366	423	460	325	213	120	101	176
ENSG00000105516	DBP	197	338	362	249	177	163	82	147
ENSG00000105518	TMEM205	1079	1209	1276	1094	828	583	487	798
ENSG00000105519	CAPS	2415	1835	1330	1514	2078	4400	914	6171
ENSG00000105520	PLPPR2	1192	1218	1487	1095	843	576	361	773
ENSG00000105523	FAM83E	15	38	34	14	13	7	8	2
ENSG00000105538	RASIP1	2	10	10	14	5	6	6	3
ENSG00000105549	THEG	0	1	0	0	0	0	1	1
ENSG00000105550	FGF21	0	0	0	1	1	0	1	0
ENSG00000105552	BCAT2	1122	1283	1343	835	702	743	418	966
ENSG00000105556	MIER2	642	817	734	582	474	481	599	479
ENSG00000105559	PLEKHA4	945	652	529	435	1000	1383	333	1050
ENSG00000105568	PPP2R1A	5042	6180	6826	4633	4271	2780	2524	4454
ENSG00000105576	TNPO2	3478	3800	4123	2651	2667	2437	2086	2580
ENSG00000105583	WDR83OS	2374	2695	2599	2271	1860	1649	1302	2233
ENSG00000105605	CACNG7	10	5	4	7	10	16	2	13
ENSG00000105607	GCDH	403	484	531	430	401	312	262	367
ENSG00000105609	LILRB5	8	8	7	7	4	10	8	1
ENSG00000105610	KLF1	1	0	0	0	1	0	0	0
ENSG00000105612	DNASE2	433	366	397	331	493	346	257	407
ENSG00000105613	MAST1	3	31	24	29	22	2	4	9
ENSG00000105617	LENG1	288	333	327	229	310	263	257	371
ENSG00000105618	PRPF31	2251	2378	2902	1975	1574	1440	1035	1937
ENSG00000105619	TFPT	972	1008	1104	856	900	908	553	1040
ENSG00000105639	JAK3	0	0	0	0	0	0	0	0
ENSG00000105640	RPL18A	35857	48820	49481	40732	47253	25949	26259	46082
ENSG00000105641	SLC5A5	4	1	1	1	4	0	2	0
ENSG00000105642	KCNN1	17	14	16	0	16	18	0	15
ENSG00000105643	ARRDC2	463	628	514	422	489	399	400	537
ENSG00000105647	PIK3R2	3903	3822	4428	3147	2527	2382	1847	2511
ENSG00000105649	RAB3A	88	118	88	66	133	108	42	153
ENSG00000105650	PDE4C	12	15	12	7	14	12	12	10
ENSG00000105655	ISYNA1	733	1138	1104	591	736	691	238	943
ENSG00000105656	ELL	669	792	886	496	571	359	466	474
ENSG00000105662	CRTC1	800	825	975	560	579	548	290	640
ENSG00000105664	COMP	0	0	1	1	0	0	0	2
ENSG00000105668	UPK1A	7	30	18	19	14	1	1	12
ENSG00000105669	COPE	4219	4735	5604	4014	3320	2905	1971	3945
ENSG00000105671	DDX49	1991	2168	2533	1618	1413	1104	668	1819
ENSG00000105672	ETV2	29	29	16	14	19	31	17	42
ENSG00000105675	ATP4A	0	0	0	3	0	0	0	0
ENSG00000105676	ARMC6	1637	1632	1883	1411	1262	1039	795	1559
ENSG00000105677	TMEM147	1312	1214	1352	1201	1139	967	734	1121
ENSG00000105679	GAPDHS	0	0	0	0	0	0	1	2
ENSG00000105695	MAG	3	0	0	3	0	1	1	0
ENSG00000105696	TMEM59L	38	64	12	15	61	119	12	113
ENSG00000105698	USF2	2799	2675	3223	2464	2089	1912	1457	2658
ENSG00000105699	LSR	183	256	268	208	169	153	83	153
ENSG00000105700	KXD1	2428	2906	3221	2245	2163	1474	1498	2123
ENSG00000105701	FKBP8	6097	8383	8942	7008	6210	4533	3965	6793
ENSG00000105705	SUGP1	503	562	566	451	327	257	196	239
ENSG00000105707	HPN	0	0	0	0	1	0	0	2
ENSG00000105708	ZNF14	82	109	135	66	107	77	51	95
ENSG00000105711	SCN1B	220	183	216	174	94	168	88	141
ENSG00000105717	PBX4	26	32	21	30	20	19	4	12
ENSG00000105722	ERF	3093	3010	3471	2481	2423	2086	1668	2810
ENSG00000105723	GSK3A	2231	2324	2366	1828	1451	1268	1019	1534
ENSG00000105726	ATP13A1	2446	2592	2929	1810	1860	1152	1105	1470
ENSG00000105732	ZNF574	607	596	737	445	435	321	264	434
ENSG00000105737	GRIK5	14	0	13	4	8	8	16	9
ENSG00000105738	SIPA1L3	1286	1441	1885	989	855	553	937	554
ENSG00000105750	ZNF85	187	202	211	168	197	119	128	132
ENSG00000105755	ETHE1	404	410	418	345	362	289	202	454
ENSG00000105767	CADM4	524	690	853	583	674	534	312	793
ENSG00000105771	SMG9	715	806	912	615	566	544	442	630
ENSG00000105778	AVL9	1325	1428	1399	1093	902	711	765	944
ENSG00000105784	RUNDC3B	0	18	10	2	3	8	7	6
ENSG00000105792	CFAP69	49	85	70	60	58	47	43	35
ENSG00000105793	GTPBP10	572	607	641	543	341	350	385	310
ENSG00000105808	RASA4	642	800	634	509	572	336	270	478
ENSG00000105810	CDK6	2077	2663	2260	1979	2350	1330	2161	1529
ENSG00000105819	PMPCB	1459	1958	2009	1434	1303	944	1015	1154
ENSG00000105821	DNAJC2	1672	1870	1873	1810	1270	1262	1395	1094
ENSG00000105825	TFPI2	701	728	702	571	385	345	1057	666
ENSG00000105829	BET1	515	600	494	517	354	318	327	302
ENSG00000105835	NAMPT	1177	2070	2066	1585	1470	784	1462	1272
ENSG00000105849	POLR1F	940	1075	1079	964	826	703	933	736
ENSG00000105851	PIK3CG	11	16	20	12	14	12	13	33
ENSG00000105852	PON3	0	0	0	0	0	0	0	0
ENSG00000105854	PON2	1718	1394	1289	1095	1268	2061	893	2049
ENSG00000105855	ITGB8	430	773	522	652	708	538	298	695
ENSG00000105856	HBP1	932	999	1013	838	906	789	592	977
ENSG00000105865	DUS4L	123	191	207	141	143	115	141	109
ENSG00000105866	SP4	180	141	233	192	147	127	171	95
ENSG00000105875	WDR91	88	93	99	60	80	27	88	25
ENSG00000105877	DNAH11	33	112	129	86	65	4	72	19
ENSG00000105879	CBLL1	663	675	797	542	456	391	359	382
ENSG00000105880	DLX5	3	0	0	0	4	8	0	0
ENSG00000105887	MTPN	7174	7526	8217	6621	5052	3778	4224	4611
ENSG00000105889	STEAP1B	306	229	289	246	257	164	221	217
ENSG00000105894	PTN	63	44	29	43	93	153	37	91
ENSG00000105926	PALS2	663	689	837	686	597	356	533	469
ENSG00000105928	GSDME	652	799	822	708	410	296	636	384
ENSG00000105929	ATP6V0A4	33	46	44	30	77	61	22	69
ENSG00000105939	ZC3HAV1	1144	1192	1192	927	710	761	679	662
ENSG00000105948	TTC26	361	453	471	374	291	208	225	285
ENSG00000105953	OGDH	2084	2159	2726	1939	1247	1119	1129	1303
ENSG00000105963	ADAP1	38	47	0	28	11	12	22	78
ENSG00000105967	TFEC	11	14	12	14	2	2	9	2
ENSG00000105968	H2AZ2	2600	2490	2926	2530	2230	1629	1824	2169
ENSG00000105971	CAV2	891	1358	1660	1457	1204	288	882	418
ENSG00000105974	CAV1	8120	12342	16078	14375	8758	1745	5405	3538
ENSG00000105976	MET	1806	2998	3092	2197	2309	950	1688	1326
ENSG00000105982	RNF32	22	22	29	12	14	20	14	15
ENSG00000105983	LMBR1	486	520	625	490	450	241	287	457
ENSG00000105989	WNT2	0	0	0	0	0	1	0	0
ENSG00000105991	HOXA1	128	100	140	112	114	86	107	84
ENSG00000105993	DNAJB6	3640	4194	4332	3765	2804	2160	2864	2467
ENSG00000105996	HOXA2	28	37	18	19	21	47	25	21
ENSG00000105997	HOXA3	254	212	200	163	203	267	198	303
ENSG00000106003	LFNG	200	148	111	154	77	135	158	138
ENSG00000106004	HOXA5	232	252	211	193	269	272	218	240
ENSG00000106006	HOXA6	25	13	35	18	16	27	12	17
ENSG00000106009	BRAT1	1243	1203	1376	1156	735	698	647	946
ENSG00000106012	IQCE	671	543	597	449	425	375	239	464
ENSG00000106013	ANKRD7	0	0	0	0	0	0	0	0
ENSG00000106018	VIPR2	2	0	0	1	1	2	1	0
ENSG00000106025	TSPAN12	47	39	41	30	27	21	36	32
ENSG00000106028	SSBP1	2961	3452	3521	3134	2019	1626	1779	2325
ENSG00000106031	HOXA13	29	37	32	31	74	24	21	57
ENSG00000106034	CPED1	80	134	108	96	97	72	108	19
ENSG00000106038	EVX1	0	0	0	0	1	0	0	0
ENSG00000106049	HIBADH	799	1264	1193	984	729	596	812	739
ENSG00000106052	TAX1BP1	2981	3455	3994	2914	2360	1847	1797	2308
ENSG00000106066	CPVL	620	581	601	506	416	308	219	315
ENSG00000106069	CHN2	77	63	70	34	47	51	11	7
ENSG00000106070	GRB10	514	187	31	68	590	710	101	1381
ENSG00000106077	ABHD11	297	237	353	327	265	259	232	310
ENSG00000106078	COBL	62	54	46	33	66	21	5	31
ENSG00000106080	FKBP14	410	366	409	300	320	304	253	224
ENSG00000106086	PLEKHA8	392	439	484	367	343	238	313	284
ENSG00000106089	STX1A	1004	768	497	455	632	1445	1081	1443
ENSG00000106100	NOD1	132	156	172	104	89	64	103	75
ENSG00000106105	GARS1	2801	3053	3699	2782	1872	1146	2069	1738
ENSG00000106113	CRHR2	0	2	0	0	0	1	1	0
ENSG00000106123	EPHB6	0	0	8	6	16	56	45	16
ENSG00000106125	MINDY4	270	236	288	188	168	151	89	243
ENSG00000106144	CASP2	774	756	798	667	517	397	531	461
ENSG00000106153	CHCHD2	7698	8856	9298	8849	6642	5024	6240	6701
ENSG00000106178	CCL24	7	1	2	3	5	34	5	13
ENSG00000106211	HSPB1	3360	5871	4700	4466	7894	2565	4942	4688
ENSG00000106236	NPTX2	1725	1017	210	189	1115	2821	121	3280
ENSG00000106244	PDAP1	3902	4690	5099	4261	3187	2345	3119	3184
ENSG00000106245	BUD31	2119	2173	2387	2229	1709	1516	1527	1700
ENSG00000106246	PTCD1	394	444	418	367	300	301	320	343
ENSG00000106258	CYP3A5	40	53	43	40	37	43	26	28
ENSG00000106261	ZKSCAN1	1823	2195	1834	1396	1585	1667	1263	1362
ENSG00000106263	EIF3B	6514	7138	8886	6817	4692	2927	3985	4527
ENSG00000106266	SNX8	989	1511	1565	1204	740	430	730	477
ENSG00000106268	NUDT1	433	380	464	410	272	275	288	328
ENSG00000106278	PTPRZ1	79	58	17	19	313	320	16	1063
ENSG00000106290	TAF6	1277	1456	1709	1304	864	771	677	990
ENSG00000106299	WASL	1172	1445	1464	1148	1104	760	851	904
ENSG00000106302	HYAL4	1	0	1	0	0	1	0	0
ENSG00000106304	SPAM1	0	0	0	0	0	0	0	0
ENSG00000106305	AIMP2	1027	949	1122	941	643	468	573	698
ENSG00000106327	TFR2	0	0	0	0	0	0	0	0
ENSG00000106328	FSCN3	0	0	1	0	0	0	0	0
ENSG00000106330	MOSPD3	336	395	395	388	333	222	215	315
ENSG00000106331	PAX4	0	0	0	0	0	0	0	0
ENSG00000106333	PCOLCE	6373	6933	6235	6536	4683	4891	3262	4743
ENSG00000106336	FBXO24	5	9	12	1	5	8	4	4
ENSG00000106341	PPP1R17	0	0	0	2	4	1	3	0
ENSG00000106344	RBM28	1279	1333	1369	1080	852	728	900	821
ENSG00000106346	USP42	541	538	559	436	347	432	305	387
ENSG00000106348	IMPDH1	1491	1742	1939	1712	1228	759	1271	1047
ENSG00000106351	AGFG2	320	250	310	244	134	116	122	145
ENSG00000106355	LSM5	1175	1332	1196	1250	932	848	877	999
ENSG00000106366	SERPINE1	4064	2725	2068	1825	2913	5122	3881	6915
ENSG00000106367	AP1S1	4458	5248	4872	4851	3720	4250	3701	5724
ENSG00000106384	MOGAT3	3	0	1	2	1	4	3	0
ENSG00000106392	C1GALT1	484	713	563	524	478	318	577	349
ENSG00000106397	PLOD3	4404	5301	5179	4366	3721	3947	3838	5054
ENSG00000106399	RPA3	721	820	783	896	598	473	633	597
ENSG00000106400	ZNHIT1	2104	2240	2393	2196	1770	1567	1199	2187
ENSG00000106404	CLDN15	165	237	184	147	131	113	177	113
ENSG00000106415	GLCCI1	104	88	141	111	86	64	68	67
ENSG00000106436	MYL10	9	3	0	0	4	42	0	48
ENSG00000106443	PHF14	1679	1744	1740	1570	1007	1310	1125	995
ENSG00000106459	NRF1	348	416	447	420	307	249	308	270
ENSG00000106460	TMEM106B	1081	1365	1464	1221	833	772	739	792
ENSG00000106462	EZH2	772	782	1093	884	653	351	590	482
ENSG00000106477	CEP41	472	521	461	403	414	391	406	369
ENSG00000106479	ZNF862	51	87	45	54	49	52	46	48
ENSG00000106483	SFRP4	28	0	1	3	31	256	5	23
ENSG00000106484	MEST	207	189	142	177	148	78	46	125
ENSG00000106511	MEOX2	773	494	526	547	774	934	285	842
ENSG00000106524	ANKMY2	381	480	550	427	379	245	283	288
ENSG00000106526	ACTR3C	0	1	2	3	1	1	1	1
ENSG00000106536	POU6F2	0	0	0	0	0	2	0	0
ENSG00000106537	TSPAN13	91	68	62	46	129	219	92	162
ENSG00000106538	RARRES2	33	84	90	122	66	0	15	8
ENSG00000106541	AGR2	0	0	0	0	0	3	0	0
ENSG00000106546	AHR	2505	2240	1948	1649	2946	3995	1136	4190
ENSG00000106554	CHCHD3	1764	2117	2065	1846	1415	878	1062	1318
ENSG00000106560	GIMAP2	30	50	26	40	30	51	37	37
ENSG00000106565	TMEM176B	5	1	1	1	0	0	0	0
ENSG00000106571	GLI3	1108	1027	948	744	611	929	568	921
ENSG00000106588	PSMA2	2642	2931	3130	2973	2135	1597	1860	2219
ENSG00000106591	MRPL32	917	974	919	895	736	692	607	799
ENSG00000106603	COA1	898	1017	1132	1075	861	663	820	779
ENSG00000106605	BLVRA	716	786	855	755	513	339	573	499
ENSG00000106608	URGCP	670	792	745	572	398	340	481	402
ENSG00000106609	TMEM248	1743	1898	2059	1769	1429	1166	1251	1320
ENSG00000106615	RHEB	2493	2802	2893	2685	2185	1466	1985	2057
ENSG00000106617	PRKAG2	312	579	696	423	252	45	221	93
ENSG00000106624	AEBP1	3590	3873	3806	2573	2546	1448	2653	1727
ENSG00000106628	POLD2	2996	3180	3618	3281	2520	1541	2188	2866
ENSG00000106631	MYL7	0	1	0	0	0	0	0	0
ENSG00000106633	GCK	2	0	0	0	0	0	0	0
ENSG00000106635	BCL7B	1398	1389	1656	1299	1031	709	859	985
ENSG00000106636	YKT6	4697	4443	5398	4360	3069	2247	2749	2928
ENSG00000106638	TBL2	308	439	401	377	410	227	331	326
ENSG00000106665	CLIP2	710	1134	1359	833	698	351	594	382
ENSG00000106682	EIF4H	10199	13307	14413	11805	9012	5048	7622	7174
ENSG00000106683	LIMK1	1737	1426	1603	1352	1000	1519	1127	1434
ENSG00000106686	SPATA6L	11	18	4	9	11	19	10	13
ENSG00000106688	SLC1A1	30	63	8	16	114	45	5	123
ENSG00000106689	LHX2	0	1	0	0	0	1	1	0
ENSG00000106692	FKTN	399	587	551	390	368	284	359	290
ENSG00000106701	FSD1L	159	183	198	131	181	151	167	138
ENSG00000106714	CNTNAP3	208	153	77	82	352	436	77	693
ENSG00000106723	SPIN1	1246	1483	1718	1145	1159	845	1042	797
ENSG00000106733	NMRK1	30	37	32	34	34	19	12	31
ENSG00000106771	TMEM245	1265	1731	1913	1284	1309	1001	1258	894
ENSG00000106772	PRUNE2	33	13	5	6	4	9	3	11
ENSG00000106780	MEGF9	228	254	267	185	226	210	216	175
ENSG00000106785	TRIM14	900	1048	1554	889	827	470	557	537
ENSG00000106789	CORO2A	597	941	1196	797	530	252	716	406
ENSG00000106799	TGFBR1	787	788	868	609	747	442	464	460
ENSG00000106803	SEC61B	1015	1081	1129	945	790	866	714	1053
ENSG00000106804	C5	0	0	2	2	10	0	0	17
ENSG00000106809	OGN	0	2	0	1	2	12	2	2
ENSG00000106819	ASPN	69	34	11	45	138	276	21	118
ENSG00000106823	ECM2	8	12	11	7	5	6	11	4
ENSG00000106829	TLE4	328	511	636	477	490	371	354	267
ENSG00000106852	LHX6	30	26	32	17	15	20	7	20
ENSG00000106853	PTGR1	190	278	309	223	248	115	159	193
ENSG00000106868	SUSD1	56	57	83	30	35	28	39	53
ENSG00000106927	AMBP	0	3	0	0	2	1	0	0
ENSG00000106948	AKNA	82	77	101	56	67	73	68	94
ENSG00000106952	TNFSF8	1	1	1	0	1	0	0	1
ENSG00000106976	DNM1	2430	2198	2327	1626	1706	2269	2245	2001
ENSG00000106991	ENG	1364	1620	1888	1339	1129	1131	1239	1220
ENSG00000106992	AK1	651	750	1026	687	556	530	448	591
ENSG00000106993	CDC37L1	773	647	726	554	521	554	456	585
ENSG00000107014	RLN2	0	1	0	0	0	0	0	0
ENSG00000107018	RLN1	0	0	0	0	0	0	1	2
ENSG00000107020	PLGRKT	672	532	625	549	362	258	380	335
ENSG00000107021	TBC1D13	871	907	1243	694	648	502	565	652
ENSG00000107036	RIC1	946	1070	1243	831	804	414	519	563
ENSG00000107077	KDM4C	995	1186	1173	791	842	635	601	837
ENSG00000107099	DOCK8	56	48	59	18	12	0	21	12
ENSG00000107104	KANK1	480	480	414	348	264	303	277	343
ENSG00000107105	ELAVL2	141	103	93	90	34	56	24	50
ENSG00000107130	NCS1	1690	1814	2115	1498	1316	1296	1855	1475
ENSG00000107140	TESK1	532	532	516	579	318	231	339	333
ENSG00000107147	KCNT1	0	0	0	0	0	0	0	0
ENSG00000107159	CA9	931	6332	4630	4335	4493	458	2243	3174
ENSG00000107164	FUBP3	2102	2242	2972	1843	1672	1345	1348	1715
ENSG00000107165	TYRP1	4	6	4	6	5	0	2	1
ENSG00000107175	CREB3	502	458	560	439	382	287	200	342
ENSG00000107185	RGP1	2009	1805	1894	1315	1276	900	1216	926
ENSG00000107186	MPDZ	524	647	568	414	423	333	529	413
ENSG00000107187	LHX3	0	0	0	0	0	0	1	0
ENSG00000107201	DDX58	186	64	82	126	58	78	117	81
ENSG00000107223	EDF1	2539	3383	3824	2966	3097	2751	2663	3587
ENSG00000107242	PIP5K1B	1	1	1	0	1	1	0	0
ENSG00000107249	GLIS3	974	794	840	555	599	685	564	1007
ENSG00000107262	BAG1	1165	1269	1365	1366	1145	653	762	1025
ENSG00000107263	RAPGEF1	750	831	1153	588	761	386	402	329
ENSG00000107281	NPDC1	613	847	1036	725	737	818	702	805
ENSG00000107282	APBA1	5	3	4	2	3	6	8	0
ENSG00000107290	SETX	320	406	450	220	384	247	273	223
ENSG00000107295	SH3GL2	109	853	981	760	79	4	1	8
ENSG00000107317	PTGDS	0	0	0	0	0	0	0	0
ENSG00000107331	ABCA2	468	653	597	337	724	469	381	746
ENSG00000107338	SHB	1197	1424	1805	1323	1275	699	1101	1191
ENSG00000107341	UBE2R2	2730	3131	3217	2815	2276	1694	2374	1923
ENSG00000107362	ABHD17B	445	435	455	383	277	229	290	262
ENSG00000107371	EXOSC3	1639	1540	1578	1349	1030	847	917	1020
ENSG00000107372	ZFAND5	2413	2291	2487	1956	1949	2104	1864	2008
ENSG00000107404	DVL1	3297	3845	4271	3272	2488	2004	2483	2640
ENSG00000107438	PDLIM1	1605	2594	2887	2031	1744	444	742	847
ENSG00000107443	CCNJ	375	320	333	245	204	212	173	222
ENSG00000107485	GATA3	75	67	77	70	56	86	15	62
ENSG00000107518	ATRNL1	6	10	5	2	23	6	2	15
ENSG00000107521	HPS1	240	156	257	162	178	202	112	174
ENSG00000107537	PHYH	242	269	309	252	230	138	248	161
ENSG00000107551	RASSF4	22	99	124	81	97	34	75	83
ENSG00000107554	DNMBP	1130	1342	1336	963	1180	1100	894	999
ENSG00000107560	RAB11FIP2	850	822	893	562	631	360	459	488
ENSG00000107562	CXCL12	1	2	2	8	12	12	22	8
ENSG00000107566	ERLIN1	1127	1302	1389	1071	1070	729	683	889
ENSG00000107581	EIF3A	10254	10915	11800	7866	8017	6175	5882	6638
ENSG00000107593	PKD2L1	0	0	0	0	0	0	1	0
ENSG00000107611	CUBN	35	24	35	29	26	15	23	15
ENSG00000107614	TRDMT1	51	98	83	97	39	45	47	49
ENSG00000107625	DDX50	946	1378	1369	1033	1007	645	839	864
ENSG00000107643	MAPK8	317	441	447	312	305	206	265	254
ENSG00000107651	SEC23IP	1535	1529	1486	1060	1068	947	709	1004
ENSG00000107669	ATE1	986	977	1169	726	671	599	371	595
ENSG00000107672	NSMCE4A	836	796	1011	746	633	492	385	711
ENSG00000107679	PLEKHA1	528	538	511	428	345	284	204	301
ENSG00000107719	PALD1	51	47	76	27	22	22	16	54
ENSG00000107731	UNC5B	107	51	38	58	33	171	35	80
ENSG00000107736	CDH23	1	0	0	2	2	1	1	2
ENSG00000107738	VSIR	13	62	86	51	33	13	15	23
ENSG00000107742	SPOCK2	20	15	24	11	13	8	11	2
ENSG00000107745	MICU1	736	902	970	894	596	337	463	623
ENSG00000107758	PPP3CB	658	709	678	632	568	403	535	552
ENSG00000107771	CCSER2	681	788	797	533	636	466	470	432
ENSG00000107779	BMPR1A	649	566	638	548	543	571	360	531
ENSG00000107789	MINPP1	939	891	832	651	601	703	352	800
ENSG00000107796	ACTA2	641	805	535	663	824	268	369	750
ENSG00000107798	LIPA	1327	1186	1444	1076	779	453	464	682
ENSG00000107807	TLX1	3	0	0	0	0	0	0	0
ENSG00000107815	TWNK	1502	1489	1737	964	838	548	432	839
ENSG00000107816	LZTS2	3086	4630	4667	3102	2785	2290	1873	2873
ENSG00000107819	SFXN3	2085	2104	2371	1659	1665	1113	929	1263
ENSG00000107821	KAZALD1	257	215	268	179	133	249	106	193
ENSG00000107829	FBXW4	689	745	801	587	616	473	341	542
ENSG00000107831	FGF8	0	0	2	0	0	0	0	0
ENSG00000107833	NPM3	903	1029	1082	841	846	572	431	916
ENSG00000107854	TNKS2	1430	1580	1742	1216	1064	810	763	923
ENSG00000107859	PITX3	1	0	1	0	1	3	1	1
ENSG00000107862	GBF1	901	797	1055	587	489	437	415	426
ENSG00000107863	ARHGAP21	515	571	621	302	355	244	239	254
ENSG00000107864	CPEB3	57	49	50	36	43	38	16	23
ENSG00000107872	FBXL15	568	528	568	524	380	322	243	439
ENSG00000107874	CUEDC2	1112	1271	1421	1181	847	842	569	1126
ENSG00000107882	SUFU	928	864	863	616	500	579	383	593
